seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic
330,RCAES,A,A40,6,A40-6,NA,25/09/2016,16/12/2016,82,1,0
331,BDIA,A,A40,7,A40-7,NA,25/09/2016,16/12/2016,82,0,1
332,BDIA,A,A40,8,A40-8,NA,25/09/2016,16/12/2016,82,0,1
333,ABIG,A,A40,9,A40-9,NA,25/09/2016,16/12/2016,82,1,0
334,ABIG,A,A40,10,A40-10,NA,25/09/2016,16/12/2016,82,1,0
335,BDIA,A,A40,11,A40-11,NA,25/09/2016,16/12/2016,82,0,1
336,ABIG,A,A40,12,A40-12,NA,25/09/2016,16/12/2016,82,1,0
337,ABIG,A,A41,1,A41-1,NA,25/09/2016,16/12/2016,82,1,0
338,BDIA,A,A41,2,A41-2,NA,25/09/2016,16/12/2016,82,0,1
339,PLAB,A,A41,3,A41-3,NA,25/09/2016,16/12/2016,82,1,0
340,BDIA,A,A41,4,A41-4,NA,25/09/2016,16/12/2016,82,0,1
341,RCAES,A,A41,5,A41-5,NA,25/09/2016,16/12/2016,82,1,0
342,RCAES,A,A41,6,A41-6,NA,25/09/2016,16/12/2016,82,1,0
343,ABIG,A,A41,7,A41-7,NA,25/09/2016,16/12/2016,82,1,0
344,RCAES,A,A41,8,A41-8,NA,25/09/2016,16/12/2016,82,1,0
345,PLAB,A,A41,9,A41-9,NA,25/09/2016,16/12/2016,82,1,0
346,PLAB,A,A41,10,A41-10,NA,25/09/2016,16/12/2016,82,1,0
347,BDIA,A,A41,11,A41-11,NA,25/09/2016,16/12/2016,82,0,1
348,ABIG,A,A41,12,A41-12,NA,25/09/2016,16/12/2016,82,1,0
349,ABIG,A,A42,1,A42-1,NA,25/09/2016,15/12/2016,81,1,0
350,BDIA,A,A42,2,A42-2,NA,25/09/2016,15/12/2016,81,0,1
351,PLAB,A,A42,3,A42-3,NA,25/09/2016,15/12/2016,81,1,0
352,BDIA,A,A42,4,A42-4,NA,25/09/2016,15/12/2016,81,0,1
353,BDIA,A,A42,5,A42-5,NA,25/09/2016,15/12/2016,81,0,1
354,RCAES,A,A42,6,A42-6,NA,25/09/2016,15/12/2016,81,1,0
355,ABIG,A,A42,7,A42-7,NA,25/09/2016,15/12/2016,81,1,0
356,RCAES,A,A42,8,A42-8,NA,25/09/2016,15/12/2016,81,1,0
357,ABIG,A,A42,9,A42-9,NA,25/09/2016,15/12/2016,81,1,0
358,PLAB,A,A42,10,A42-10,NA,25/09/2016,15/12/2016,81,1,0
359,PLAB,A,A42,11,A42-11,NA,25/09/2016,15/12/2016,81,1,0
360,RCAES,A,A42,12,A42-12,NA,25/09/2016,15/12/2016,81,1,0
361,ABAR,A,A43,1,A43-1,NA,25/09/2016,16/12/2016,82,0,1
362,ABAR,A,A43,2,A43-2,NA,25/09/2016,16/12/2016,82,0,1
363,ABAR,A,A43,3,A43-3,NA,25/09/2016,16/12/2016,82,0,1
364,ABAR,A,A44,1,A44-1,NA,25/09/2016,15/12/2016,81,0,1
365,ABAR,A,A44,2,A44-2,NA,25/09/2016,15/12/2016,81,0,1
366,ABAR,A,A44,3,A44-3,NA,25/09/2016,15/12/2016,81,0,1
367,ABAR,A,A45,1,A45-1,NA,25/09/2016,16/12/2016,82,0,1
368,ABAR,A,A45,2,A45-2,NA,25/09/2016,16/12/2016,82,0,1
369,ABAR,A,A45,3,A45-3,NA,25/09/2016,16/12/2016,82,0,1
370,ABAR,A,A46,1,A46-1,NA,25/09/2016,16/12/2016,82,0,1
371,ABAR,A,A46,2,A46-2,NA,25/09/2016,16/12/2016,82,0,1
372,ABAR,A,A46,3,A46-3,NA,25/09/2016,16/12/2016,82,0,1
373,ABAR,A,A46,4,A46-4,NA,25/09/2016,16/12/2016,82,0,1
374,ABAR,A,A46,5,A46-5,NA,25/09/2016,16/12/2016,82,0,1
375,ABAR,A,A46,6,A46-6,NA,25/09/2016,16/12/2016,82,0,1
376,ABAR,A,A47,1,A47-1,NA,25/09/2016,16/12/2016,82,0,1
377,ABAR,A,A47,2,A47-2,NA,25/09/2016,16/12/2016,82,0,1
378,ABAR,A,A47,3,A47-3,NA,25/09/2016,16/12/2016,82,0,1
379,ABAR,A,A47,4,A47-4,NA,25/09/2016,16/12/2016,82,0,1
380,ABAR,A,A47,5,A47-5,NA,25/09/2016,16/12/2016,82,0,1
381,ABAR,A,A47,6,A47-6,NA,25/09/2016,16/12/2016,82,0,1
382,ABAR,A,A48,1,A48-1,NA,25/09/2016,16/12/2016,82,0,1
383,ABAR,A,A48,2,A48-2,NA,25/09/2016,16/12/2016,82,0,1
384,ABAR,A,A48,3,A48-3,NA,25/09/2016,16/12/2016,82,0,1
385,ABAR,A,A48,4,A48-4,NA,25/09/2016,16/12/2016,82,0,1
386,ABAR,A,A48,5,A48-5,NA,25/09/2016,16/12/2016,82,0,1
387,ABAR,A,A48,6,A48-6,NA,25/09/2016,16/12/2016,82,0,1
388,ABAR,A,A49,1,A49-1,NA,25/09/2016,16/12/2016,82,0,1
389,ABAR,A,A49,2,A49-2,NA,25/09/2016,16/12/2016,82,0,1
390,ABAR,A,A49,3,A49-3,NA,25/09/2016,16/12/2016,82,0,1
391,ABAR,A,A49,4,A49-4,NA,25/09/2016,16/12/2016,82,0,1
392,ABAR,A,A49,5,A49-5,NA,25/09/2016,16/12/2016,82,0,1
393,ABAR,A,A49,6,A49-6,NA,25/09/2016,16/12/2016,82,0,1
394,ABAR,A,A49,7,A49-7,NA,25/09/2016,16/12/2016,82,0,1
395,ABAR,A,A49,8,A49-8,NA,25/09/2016,16/12/2016,82,0,1
396,ABAR,A,A49,9,A49-9,NA,25/09/2016,16/12/2016,82,0,1
397,ABAR,A,A50,1,A50-1,NA,25/09/2016,16/12/2016,82,0,1
398,ABAR,A,A50,2,A50-2,NA,25/09/2016,16/12/2016,82,0,1
399,ABAR,A,A50,3,A50-3,NA,25/09/2016,16/12/2016,82,0,1
400,ABAR,A,A50,4,A50-4,NA,25/09/2016,16/12/2016,82,0,1
401,ABAR,A,A50,5,A50-5,NA,25/09/2016,16/12/2016,82,0,1
402,ABAR,A,A50,6,A50-6,NA,25/09/2016,16/12/2016,82,0,1
403,ABAR,A,A50,7,A50-7,NA,25/09/2016,16/12/2016,82,0,1
404,ABAR,A,A50,8,A50-8,NA,25/09/2016,16/12/2016,82,0,1
405,ABAR,A,A50,9,A50-9,NA,25/09/2016,16/12/2016,82,0,1
406,ABAR,A,A51,1,A51-1,NA,25/09/2016,16/12/2016,82,0,1
407,ABAR,A,A51,2,A51-2,NA,25/09/2016,16/12/2016,82,0,1
408,ABAR,A,A51,3,A51-3,NA,25/09/2016,16/12/2016,82,0,1
409,ABAR,A,A51,4,A51-4,NA,25/09/2016,16/12/2016,82,0,1
410,ABAR,A,A51,5,A51-5,NA,25/09/2016,16/12/2016,82,0,1
411,ABAR,A,A51,6,A51-6,NA,25/09/2016,16/12/2016,82,0,1
412,ABAR,A,A51,7,A51-7,NA,25/09/2016,16/12/2016,82,0,1
413,ABAR,A,A51,8,A51-8,NA,25/09/2016,16/12/2016,82,0,1
414,ABAR,A,A51,9,A51-9,NA,25/09/2016,16/12/2016,82,0,1
415,ABAR,A,A52,1,A52-1,NA,25/09/2016,16/12/2016,82,0,1
416,ABAR,A,A52,2,A52-2,died,25/09/2016,NA,NA,0,1
417,ABAR,A,A52,3,A52-3,NA,25/09/2016,16/12/2016,82,0,1
418,ABAR,A,A52,4,A52-4,NA,25/09/2016,16/12/2016,82,0,1
419,ABAR,A,A52,5,A52-5,NA,25/09/2016,16/12/2016,82,0,1
420,ABAR,A,A52,6,A52-6,NA,25/09/2016,16/12/2016,82,0,1
421,ABAR,A,A52,7,A52-7,NA,25/09/2016,16/12/2016,82,0,1
422,ABAR,A,A52,8,A52-8,NA,25/09/2016,16/12/2016,82,0,1
423,ABAR,A,A52,9,A52-9,NA,25/09/2016,16/12/2016,82,0,1
424,ABAR,A,A52,10,A52-10,NA,25/09/2016,16/12/2016,82,0,1
425,ABAR,A,A52,11,A52-11,NA,25/09/2016,16/12/2016,82,0,1
426,ABAR,A,A52,12,A52-12,NA,25/09/2016,16/12/2016,82,0,1
427,ABAR,A,A53,1,A53-1,NA,25/09/2016,15/12/2016,81,0,1
428,ABAR,A,A53,2,A53-2,NA,25/09/2016,15/12/2016,81,0,1
429,ABAR,A,A53,3,A53-3,NA,25/09/2016,15/12/2016,81,0,1
430,ABAR,A,A53,4,A53-4,NA,25/09/2016,15/12/2016,81,0,1
431,ABAR,A,A53,5,A53-5,NA,25/09/2016,15/12/2016,81,0,1
432,ABAR,A,A53,6,A53-6,NA,25/09/2016,15/12/2016,81,0,1
433,ABAR,A,A53,7,A53-7,NA,25/09/2016,15/12/2016,81,0,1
434,ABAR,A,A53,8,A53-8,NA,25/09/2016,15/12/2016,81,0,1
435,ABAR,A,A53,9,A53-9,NA,25/09/2016,15/12/2016,81,0,1
436,ABAR,A,A53,10,A53-10,NA,25/09/2016,15/12/2016,81,0,1
437,ABAR,A,A53,11,A53-11,NA,25/09/2016,15/12/2016,81,0,1
438,ABAR,A,A53,12,A53-12,NA,25/09/2016,15/12/2016,81,0,1
439,ABAR,A,A54,1,A54-1,NA,25/09/2016,15/12/2016,81,0,1
440,ABAR,A,A54,2,A54-2,NA,25/09/2016,15/12/2016,81,0,1
441,ABAR,A,A54,3,A54-3,NA,25/09/2016,15/12/2016,81,0,1
442,ABAR,A,A54,4,A54-4,NA,25/09/2016,15/12/2016,81,0,1
443,ABAR,A,A54,5,A54-5,NA,25/09/2016,15/12/2016,81,0,1
444,ABAR,A,A54,6,A54-6,NA,25/09/2016,15/12/2016,81,0,1
445,ABAR,A,A54,7,A54-7,NA,25/09/2016,15/12/2016,81,0,1
446,ABAR,A,A54,8,A54-8,NA,25/09/2016,15/12/2016,81,0,1
447,ABAR,A,A54,9,A54-9,NA,25/09/2016,15/12/2016,81,0,1
448,ABAR,A,A54,10,A54-10,NA,25/09/2016,15/12/2016,81,0,1
449,ABAR,A,A54,11,A54-11,NA,25/09/2016,15/12/2016,81,0,1
450,ABAR,A,A54,12,A54-12,NA,25/09/2016,15/12/2016,81,0,1
451,ABAR,A,A55,1,A55-1,died,25/09/2016,NA,NA,0,1
452,ABAR,A,A55,2,A55-2,NA,25/09/2016,16/12/2016,82,0,1
453,ABAR,A,A55,3,A55-3,NA,25/09/2016,16/12/2016,82,0,1
454,ABIG,A,A55,4,A55-4,NA,25/09/2016,16/12/2016,82,1,0
455,RCAES,A,A55,5,A55-5,NA,25/09/2016,16/12/2016,82,1,0
456,PLAB,A,A55,6,A55-6,NA,25/09/2016,16/12/2016,82,1,0
457,RCAES,A,A56,1,A56-1,NA,25/09/2016,15/12/2016,81,1,0
458,ABAR,A,A56,2,A56-2,NA,25/09/2016,15/12/2016,81,0,1
459,ABIG,A,A56,3,A56-3,NA,25/09/2016,15/12/2016,81,1,0
460,ABAR,A,A56,4,A56-4,NA,25/09/2016,15/12/2016,81,0,1
461,ABAR,A,A56,5,A56-5,NA,25/09/2016,15/12/2016,81,0,1
462,PLAB,A,A56,6,A56-6,NA,25/09/2016,15/12/2016,81,1,0
463,ABAR,A,A57,1,A57-1,NA,25/09/2016,16/12/2016,82,0,1
464,ABAR,A,A57,2,A57-2,NA,25/09/2016,16/12/2016,82,0,1
465,PLAB,A,A57,3,A57-3,NA,25/09/2016,16/12/2016,82,1,0
466,RCAES,A,A57,4,A57-4,NA,25/09/2016,16/12/2016,82,1,0
467,ABIG,A,A57,5,A57-5,NA,25/09/2016,16/12/2016,82,1,0
468,ABAR,A,A57,6,A57-6,NA,25/09/2016,16/12/2016,82,0,1
469,ABAR,A,A58,1,A58-1,NA,25/09/2016,15/12/2016,81,0,1
470,PLAB,A,A58,2,A58-2,NA,25/09/2016,15/12/2016,81,1,0
471,ABIG,A,A58,3,A58-3,NA,25/09/2016,15/12/2016,81,1,0
472,ABAR,A,A58,4,A58-4,NA,25/09/2016,15/12/2016,81,0,1
473,RCAES,A,A58,5,A58-5,NA,25/09/2016,15/12/2016,81,1,0
474,ABAR,A,A58,6,A58-6,NA,25/09/2016,15/12/2016,81,0,1
475,ABAR,A,A58,7,A58-7,NA,25/09/2016,15/12/2016,81,0,1
476,ABAR,A,A58,8,A58-8,NA,25/09/2016,15/12/2016,81,0,1
477,ABAR,A,A58,9,A58-9,NA,25/09/2016,15/12/2016,81,0,1
478,ABAR,A,A59,1,A59-1,NA,25/09/2016,15/12/2016,81,0,1
479,ABAR,A,A59,2,A59-2,NA,25/09/2016,15/12/2016,81,0,1
480,ABAR,A,A59,3,A59-3,NA,25/09/2016,15/12/2016,81,0,1
481,ABAR,A,A59,4,A59-4,NA,25/09/2016,15/12/2016,81,0,1
482,ABAR,A,A59,5,A59-5,NA,25/09/2016,15/12/2016,81,0,1
483,ABIG,A,A59,6,A59-6,NA,25/09/2016,15/12/2016,81,1,0
484,ABAR,A,A59,7,A59-7,NA,25/09/2016,15/12/2016,81,0,1
485,RCAES,A,A59,8,A59-8,NA,25/09/2016,15/12/2016,81,1,0
486,PLAB,A,A59,9,A59-9,NA,25/09/2016,15/12/2016,81,1,0
487,ABAR,A,A60,1,A60-1,NA,25/09/2016,16/12/2016,82,0,1
488,ABAR,A,A60,2,A60-2,NA,25/09/2016,16/12/2016,82,0,1
489,PLAB,A,A60,3,A60-3,NA,25/09/2016,16/12/2016,82,1,0
490,ABAR,A,A60,4,A60-4,NA,25/09/2016,16/12/2016,82,0,1
491,ABIG,A,A60,5,A60-5,NA,25/09/2016,16/12/2016,82,1,0
492,ABAR,A,A60,6,A60-6,NA,25/09/2016,16/12/2016,82,0,1
493,ABAR,A,A60,7,A60-7,NA,25/09/2016,16/12/2016,82,0,1
494,ABAR,A,A60,8,A60-8,NA,25/09/2016,16/12/2016,82,0,1
495,RCAES,A,A60,9,A60-9,NA,25/09/2016,16/12/2016,82,1,0
496,ABAR,A,A61,1,A61-1,NA,25/09/2016,16/12/2016,82,0,1
497,ABAR,A,A61,2,A61-2,NA,25/09/2016,16/12/2016,82,0,1
498,RCAES,A,A61,3,A61-3,NA,25/09/2016,16/12/2016,82,1,0
499,ABAR,A,A61,4,A61-4,NA,25/09/2016,16/12/2016,82,0,1
500,ABAR,A,A61,5,A61-5,NA,25/09/2016,16/12/2016,82,0,1
501,ABIG,A,A61,6,A61-6,NA,25/09/2016,16/12/2016,82,1,0
502,ABAR,A,A61,7,A61-7,NA,25/09/2016,16/12/2016,82,0,1
503,ABAR,A,A61,8,A61-8,NA,25/09/2016,16/12/2016,82,0,1
504,ABAR,A,A61,9,A61-9,NA,25/09/2016,16/12/2016,82,0,1
505,PLAB,A,A61,10,A61-10,NA,25/09/2016,16/12/2016,82,1,0
506,ABAR,A,A61,11,A61-11,died,25/09/2016,NA,NA,0,1
507,ABAR,A,A61,12,A61-12,NA,25/09/2016,16/12/2016,82,0,1
508,ABAR,A,A62,1,A62-1,NA,25/09/2016,16/12/2016,82,0,1
509,ABAR,A,A62,2,A62-2,NA,25/09/2016,16/12/2016,82,0,1
510,ABAR,A,A62,3,A62-3,NA,25/09/2016,16/12/2016,82,0,1
511,PLAB,A,A62,4,A62-4,NA,25/09/2016,16/12/2016,82,1,0
512,ABAR,A,A62,5,A62-5,NA,25/09/2016,16/12/2016,82,0,1
513,ABIG,A,A62,6,A62-6,NA,25/09/2016,16/12/2016,82,1,0
514,ABAR,A,A62,7,A62-7,NA,25/09/2016,16/12/2016,82,0,1
515,ABAR,A,A62,8,A62-8,NA,25/09/2016,16/12/2016,82,0,1
516,RCAES,A,A62,9,A62-9,NA,25/09/2016,16/12/2016,82,1,0
517,ABAR,A,A62,10,A62-10,NA,25/09/2016,16/12/2016,82,0,1
518,ABAR,A,A62,11,A62-11,NA,25/09/2016,16/12/2016,82,0,1
519,ABAR,A,A62,12,A62-12,NA,25/09/2016,16/12/2016,82,0,1
520,ABAR,A,A63,1,A63-1,NA,25/09/2016,16/12/2016,82,0,1
521,ABAR,A,A63,2,A63-2,NA,25/09/2016,16/12/2016,82,0,1
522,ABAR,A,A63,3,A63-3,NA,25/09/2016,16/12/2016,82,0,1
523,ABAR,A,A63,4,A63-4,NA,25/09/2016,16/12/2016,82,0,1
524,PLAB,A,A63,5,A63-5,NA,25/09/2016,16/12/2016,82,1,0
525,RCAES,A,A63,6,A63-6,NA,25/09/2016,16/12/2016,82,1,0
526,ABAR,A,A63,7,A63-7,NA,25/09/2016,16/12/2016,82,0,1
527,ABIG,A,A63,8,A63-8,NA,25/09/2016,16/12/2016,82,1,0
528,ABAR,A,A63,9,A63-9,NA,25/09/2016,16/12/2016,82,0,1
529,ABAR,A,A63,10,A63-10,NA,25/09/2016,16/12/2016,82,0,1
530,ABAR,A,A63,11,A63-11,NA,25/09/2016,16/12/2016,82,0,1
531,ABAR,A,A63,12,A63-12,NA,25/09/2016,16/12/2016,82,0,1
532,ABAR,A,A64,1,A64-1,NA,25/09/2016,16/12/2016,82,0,1
533,RCAES,A,A64,2,A64-2,NA,25/09/2016,16/12/2016,82,1,0
534,ABIG,A,A64,3,A64-3,NA,25/09/2016,16/12/2016,82,1,0
535,PLAB,A,A64,4,A64-4,NA,25/09/2016,16/12/2016,82,1,0
536,ABAR,A,A64,5,A64-5,NA,25/09/2016,16/12/2016,82,0,1
537,ABIG,A,A64,6,A64-6,NA,25/09/2016,16/12/2016,82,1,0
538,PLAB,A,A64,7,A64-7,NA,25/09/2016,16/12/2016,82,1,0
539,RCAES,A,A64,8,A64-8,NA,25/09/2016,16/12/2016,82,1,0
540,ABAR,A,A64,9,A64-9,NA,25/09/2016,16/12/2016,82,0,1
541,RCAES,A,A65,1,A65-1,NA,25/09/2016,16/12/2016,82,1,0
542,PLAB,A,A65,2,A65-2,NA,25/09/2016,16/12/2016,82,1,0
543,RCAES,A,A65,3,A65-3,NA,25/09/2016,16/12/2016,82,1,0
544,PLAB,A,A65,4,A65-4,NA,25/09/2016,16/12/2016,82,1,0
545,ABIG,A,A65,5,A65-5,NA,25/09/2016,16/12/2016,82,1,0
546,ABAR,A,A65,6,A65-6,NA,25/09/2016,16/12/2016,82,0,1
547,ABIG,A,A65,7,A65-7,NA,25/09/2016,16/12/2016,82,1,0
548,ABAR,A,A65,8,A65-8,NA,25/09/2016,16/12/2016,82,0,1
549,ABAR,A,A65,9,A65-9,NA,25/09/2016,16/12/2016,82,0,1
550,RCAES,A,A66,1,A66-1,NA,25/09/2016,16/12/2016,82,1,0
551,PLAB,A,A66,2,A66-2,NA,25/09/2016,16/12/2016,82,1,0
552,RCAES,A,A66,3,A66-3,NA,25/09/2016,16/12/2016,82,1,0
553,ABIG,A,A66,4,A66-4,NA,25/09/2016,16/12/2016,82,1,0
554,ABAR,A,A66,5,A66-5,NA,25/09/2016,16/12/2016,82,0,1
555,ABIG,A,A66,6,A66-6,NA,25/09/2016,16/12/2016,82,1,0
556,ABAR,A,A66,7,A66-7,NA,25/09/2016,16/12/2016,82,0,1
557,PLAB,A,A66,8,A66-8,NA,25/09/2016,16/12/2016,82,1,0
558,ABAR,A,A66,9,A66-9,NA,25/09/2016,16/12/2016,82,0,1
559,PLAB,A,A67,1,A67-1,NA,25/09/2016,16/12/2016,82,1,0
560,RCAES,A,A67,2,A67-2,NA,25/09/2016,16/12/2016,82,1,0
561,ABAR,A,A67,3,A67-3,NA,25/09/2016,16/12/2016,82,0,1
562,ABAR,A,A67,4,A67-4,NA,25/09/2016,16/12/2016,82,0,1
563,ABAR,A,A67,5,A67-5,NA,25/09/2016,16/12/2016,82,0,1
564,ABAR,A,A67,6,A67-6,NA,25/09/2016,16/12/2016,82,0,1
565,ABAR,A,A67,7,A67-7,NA,25/09/2016,16/12/2016,82,0,1
566,ABAR,A,A67,8,A67-8,NA,25/09/2016,16/12/2016,82,0,1
567,PLAB,A,A67,9,A67-9,NA,25/09/2016,16/12/2016,82,1,0
568,ABIG,A,A67,10,A67-10,NA,25/09/2016,16/12/2016,82,1,0
569,RCAES,A,A67,11,A67-11,NA,25/09/2016,16/12/2016,82,1,0
570,ABIG,A,A67,12,A67-12,NA,25/09/2016,16/12/2016,82,1,0
571,ABIG,A,A68,1,A68-1,NA,25/09/2016,16/12/2016,82,1,0
572,PLAB,A,A68,2,A68-2,NA,25/09/2016,16/12/2016,82,1,0
573,ABAR,A,A68,3,A68-3,NA,25/09/2016,16/12/2016,82,0,1
574,ABIG,A,A68,4,A68-4,NA,25/09/2016,16/12/2016,82,1,0
575,ABAR,A,A68,5,A68-5,NA,25/09/2016,16/12/2016,82,0,1
576,ABAR,A,A68,6,A68-6,NA,25/09/2016,16/12/2016,82,0,1
577,ABAR,A,A68,7,A68-7,NA,25/09/2016,16/12/2016,82,0,1
578,ABAR,A,A68,8,A68-8,NA,25/09/2016,16/12/2016,82,0,1
579,RCAES,A,A68,9,A68-9,NA,25/09/2016,16/12/2016,82,1,0
580,PLAB,A,A68,10,A68-10,NA,25/09/2016,16/12/2016,82,1,0
581,RCAES,A,A68,11,A68-11,NA,25/09/2016,16/12/2016,82,1,0
582,ABAR,A,A68,12,A68-12,NA,25/09/2016,16/12/2016,82,0,1
583,ABAR,A,A69,1,A69-1,NA,25/09/2016,16/12/2016,82,0,1
584,ABAR,A,A69,2,A69-2,NA,25/09/2016,16/12/2016,82,0,1
585,ABIG,A,A69,3,A69-3,NA,25/09/2016,16/12/2016,82,1,0
586,RCAES,A,A69,4,A69-4,NA,25/09/2016,16/12/2016,82,1,0
587,ABAR,A,A69,5,A69-5,NA,25/09/2016,16/12/2016,82,0,1
588,ABAR,A,A69,6,A69-6,NA,25/09/2016,16/12/2016,82,0,1
589,PLAB,A,A69,7,A69-7,NA,25/09/2016,16/12/2016,82,1,0
590,ABAR,A,A69,8,A69-8,NA,25/09/2016,16/12/2016,82,0,1
591,ABIG,A,A69,9,A69-9,NA,25/09/2016,16/12/2016,82,1,0
592,RCAES,A,A69,10,A69-10,NA,25/09/2016,16/12/2016,82,1,0
593,ABAR,A,A69,11,A69-11,NA,25/09/2016,16/12/2016,82,0,1
594,PLAB,A,A69,12,A69-12,NA,25/09/2016,16/12/2016,82,1,0
595,PLAB,A,A70,1,A70-1,NA,25/09/2016,16/12/2016,82,1,0
596,ABIG,A,A70,2,A70-2,NA,25/09/2016,16/12/2016,82,1,0
597,ABIG,A,A70,3,A70-3,NA,25/09/2016,16/12/2016,82,1,0
598,ABAR,A,A70,4,A70-4,NA,25/09/2016,16/12/2016,82,0,1
599,ABAR,A,A70,5,A70-5,NA,25/09/2016,16/12/2016,82,0,1
600,RCAES,A,A70,6,A70-6,NA,25/09/2016,16/12/2016,82,1,0
601,ABIG,A,A70,7,A70-7,NA,25/09/2016,16/12/2016,82,1,0
602,RCAES,A,A70,8,A70-8,NA,25/09/2016,16/12/2016,82,1,0
603,ABAR,A,A70,9,A70-9,NA,25/09/2016,16/12/2016,82,0,1
604,PLAB,A,A70,NA,A70-10,"not planted, pot has 9 seedlings instead of 12",NA,NA,NA,1,0
605,PLAB,A,A70,NA,A70-11,"not planted, pot has 9 seedlings instead of 12",NA,NA,NA,1,0
606,RCAES,A,A70,NA,A70-12,"not planted, pot has 9 seedlings instead of 12",NA,NA,NA,1,0
607,ABIG,A,A71,1,A71-1,NA,25/09/2016,16/12/2016,82,1,0
608,ABIG,A,A71,2,A71-2,NA,25/09/2016,16/12/2016,82,1,0
609,ABAR,A,A71,3,A71-3,NA,25/09/2016,16/12/2016,82,0,1
610,RCAES,A,A71,4,A71-4,NA,25/09/2016,16/12/2016,82,1,0
611,ABIG,A,A71,5,A71-5,NA,25/09/2016,16/12/2016,82,1,0
612,PLAB,A,A71,6,A71-6,NA,25/09/2016,16/12/2016,82,1,0
613,ABAR,A,A71,7,A71-7,NA,25/09/2016,16/12/2016,82,0,1
614,ABAR,A,A71,8,A71-8,NA,25/09/2016,16/12/2016,82,0,1
615,PLAB,A,A71,9,A71-9,NA,25/09/2016,16/12/2016,82,1,0
616,PLAB,A,A71,10,A71-10,NA,25/09/2016,16/12/2016,82,1,0
617,RCAES,A,A71,11,A71-11,NA,25/09/2016,16/12/2016,82,1,0
618,RCAES,A,A71,12,A71-12,NA,25/09/2016,16/12/2016,82,1,0
619,ABAR,A,A72,1,A72-1,NA,25/09/2016,16/12/2016,82,0,1
620,PLAB,A,A72,2,A72-2,NA,25/09/2016,16/12/2016,82,1,0
621,RCAES,A,A72,3,A72-3,NA,25/09/2016,16/12/2016,82,1,0
622,RCAES,A,A72,4,A72-4,NA,25/09/2016,16/12/2016,82,1,0
623,ABIG,A,A72,5,A72-5,NA,25/09/2016,16/12/2016,82,1,0
624,PLAB,A,A72,6,A72-6,NA,25/09/2016,16/12/2016,82,1,0
625,ABIG,A,A72,7,A72-7,NA,25/09/2016,16/12/2016,82,1,0
626,RCAES,A,A72,8,A72-8,NA,25/09/2016,16/12/2016,82,1,0
627,ABIG,A,A72,9,A72-9,NA,25/09/2016,16/12/2016,82,1,0
628,ABAR,A,A72,10,A72-10,NA,25/09/2016,16/12/2016,82,0,1
629,PLAB,A,A72,11,A72-11,NA,25/09/2016,16/12/2016,82,1,0
630,ABAR,A,A72,12,A72-12,NA,25/09/2016,16/12/2016,82,0,1
631,ECUR,A,A73,1,A73-1,NA,25/09/2016,15/12/2016,81,0,1
632,ECUR,A,A73,2,A73-2,NA,25/09/2016,15/12/2016,81,0,1
633,ECUR,A,A73,3,A73-3,NA,25/09/2016,15/12/2016,81,0,1
634,ECUR,A,A74,1,A74-1,NA,25/09/2016,15/12/2016,81,0,1
635,ECUR,A,A74,2,A74-2,NA,25/09/2016,15/12/2016,81,0,1
636,ECUR,A,A74,3,A74-3,NA,25/09/2016,15/12/2016,81,0,1
637,ECUR,A,A75,1,A75-1,NA,25/09/2016,15/12/2016,81,0,1
638,ECUR,A,A75,2,A75-2,NA,25/09/2016,15/12/2016,81,0,1
639,ECUR,A,A75,3,A75-3,NA,25/09/2016,15/12/2016,81,0,1
640,ECUR,A,A76,1,A76-1,NA,25/09/2016,16/12/2016,82,0,1
641,ECUR,A,A76,2,A76-2,NA,25/09/2016,16/12/2016,82,0,1
642,ECUR,A,A76,3,A76-3,NA,25/09/2016,16/12/2016,82,0,1
643,ECUR,A,A76,4,A76-4,NA,25/09/2016,16/12/2016,82,0,1
644,ECUR,A,A76,5,A76-5,NA,25/09/2016,16/12/2016,82,0,1
645,ECUR,A,A76,6,A76-6,NA,25/09/2016,16/12/2016,82,0,1
646,ECUR,A,A77,1,A77-1,NA,25/09/2016,16/12/2016,82,0,1
647,ECUR,A,A77,2,A77-2,NA,25/09/2016,16/12/2016,82,0,1
648,ECUR,A,A77,3,A77-3,NA,25/09/2016,16/12/2016,82,0,1
649,ECUR,A,A77,4,A77-4,NA,25/09/2016,16/12/2016,82,0,1
650,ECUR,A,A77,5,A77-5,NA,25/09/2016,16/12/2016,82,0,1
651,ECUR,A,A77,6,A77-6,NA,25/09/2016,16/12/2016,82,0,1
652,ECUR,A,A78,1,A78-1,NA,25/09/2016,15/12/2016,81,0,1
653,ECUR,A,A78,2,A78-2,NA,25/09/2016,15/12/2016,81,0,1
654,ECUR,A,A78,3,A78-3,NA,25/09/2016,15/12/2016,81,0,1
655,ECUR,A,A78,4,A78-4,NA,25/09/2016,15/12/2016,81,0,1
656,ECUR,A,A78,5,A78-5,NA,25/09/2016,15/12/2016,81,0,1
657,ECUR,A,A78,6,A78-6,NA,25/09/2016,15/12/2016,81,0,1
658,ECUR,A,A79,1,A79-1,NA,25/09/2016,15/12/2016,81,0,1
659,ECUR,A,A79,2,A79-2,NA,25/09/2016,15/12/2016,81,0,1
660,ECUR,A,A79,3,A79-3,NA,25/09/2016,15/12/2016,81,0,1
